TransactionID,AccountID,TransactionAmount,TransactionDate,Location,Channel
TX000766,AC00037,79.8,2023-12-22 17:17:34,Fort Worth,ATM
TX000767,AC00293,46.24,2023-03-13 16:05:46,San Diego,Branch
TX000768,AC00481,327.8,2023-11-23 17:44:29,San Francisco,ATM
TX000769,AC00233,445.79,2023-07-07 17:19:39,Las Vegas,ATM
TX000770,AC00235,55.89,2023-08-17 16:54:30,Fresno,Online
TX000771,AC00324,158.41,2023-02-09 16:28:58,Sacramento,Branch
TX000772,AC00029,101.19,2023-11-29 18:38:41,Denver,Online
TX000773,AC00093,827.14,2023-01-17 17:25:13,El Paso,Branch
TX000774,AC00141,61.97,2023-05-22 18:45:23,Phoenix,ATM
TX000775,AC00061,27.21,2023-06-14 16:34:54,San Jose,ATM
TX000776,AC00092,173.74,2023-09-08 17:48:22,Houston,Online
TX000777,AC00354,176.11,2023-08-10 16:48:55,San Jose,Branch
TX000778,AC00358,88.4,2023-11-10 18:02:07,Fort Worth,Online
TX000779,AC00078,567.92,2023-06-20 16:27:07,Columbus,Online
TX000780,AC00013,138.11,2023-12-11 17:29:02,Phoenix,Online
TX000781,AC00030,456.93,2023-09-26 16:18:33,Virginia Beach,Branch
TX000782,AC00074,101.42,2023-04-25 17:00:15,Atlanta,Online
TX000783,AC00399,300.61,2023-05-01 17:21:46,El Paso,Online
TX000784,AC00323,265.94,2023-06-05 16:11:07,Boston,Online
TX000785,AC00107,345.54,2023-01-24 16:05:40,San Diego,Online
TX000786,AC00211,411.52,2023-01-10 17:40:16,Los Angeles,ATM
TX000787,AC00297,111.21,2023-08-21 18:36:41,Portland,Branch
TX000788,AC00102,316.37,2023-08-28 17:34:17,Colorado Springs,ATM
TX000789,AC00196,260.63,2023-12-20 18:58:27,Fort Worth,Branch
TX000790,AC00342,92.36,2023-03-27 16:48:34,Dallas,ATM
TX000791,AC00027,262.06,2023-09-11 16:09:15,Oklahoma City,Branch
TX000792,AC00339,64.5,2023-08-17 18:32:19,Denver,ATM
TX000793,AC00468,253.55,2023-01-11 16:56:58,Jacksonville,ATM
TX000794,AC00262,408.28,2023-03-15 16:33:09,Nashville,Branch
TX000795,AC00425,175.94,2023-06-05 16:16:13,Indianapolis,ATM
TX000796,AC00161,199.47,2023-08-14 16:26:38,Detroit,Online
TX000797,AC00417,51.07,2023-01-23 18:06:58,Dallas,Branch
TX000798,AC00208,435.86,2023-12-29 17:17:48,Jacksonville,ATM
TX000799,AC00304,74.73,2023-01-30 17:17:38,Jacksonville,Branch
TX000800,AC00166,182.79,2023-10-25 16:21:15,Louisville,Online
TX000801,AC00279,628.36,2023-01-20 16:09:37,Austin,Online
TX000802,AC00114,268.39,2023-02-21 18:13:02,San Antonio,Online
TX000803,AC00411,362.27,2023-05-11 16:36:38,Jacksonville,ATM
TX000804,AC00380,560.15,2023-08-14 18:01:36,Memphis,Online
TX000805,AC00272,351.99,2023-06-12 16:58:04,Chicago,ATM
TX000806,AC00202,132.36,2023-03-13 17:01:57,Colorado Springs,Branch
TX000807,AC00053,24.77,2023-11-01 16:55:58,Nashville,Online
TX000808,AC00316,668.67,2023-11-07 17:38:05,Detroit,Online
TX000809,AC00422,80.24,2023-05-19 17:28:42,New York,Branch
TX000810,AC00083,8.65,2023-11-20 16:28:19,Mesa,ATM
TX000811,AC00125,178.91,2023-03-15 16:37:04,Omaha,ATM
TX000812,AC00227,115.22,2023-12-08 17:05:33,San Francisco,Branch
TX000813,AC00292,161.63,2023-12-25 16:32:44,San Jose,Online
TX000814,AC00319,542.75,2023-12-07 18:28:50,Nashville,Branch
TX000815,AC00431,317.47,2023-05-01 17:31:34,Sacramento,Online
TX000816,AC00365,280.99,2023-02-20 18:03:01,Houston,Branch
TX000817,AC00050,24.19,2023-02-08 17:33:08,San Diego,ATM
TX000818,AC00129,586.85,2023-08-15 16:57:27,Mesa,ATM
TX000819,AC00366,372.41,2023-06-19 18:12:16,San Diego,ATM
TX000820,AC00452,63.17,2023-07-25 18:28:57,Fresno,ATM
TX000821,AC00339,383.69,2023-10-31 17:06:08,Colorado Springs,Online
TX000822,AC00389,247.17,2023-05-22 17:58:55,Chicago,Branch
TX000823,AC00188,48.78,2023-08-11 16:43:41,Kansas City,Branch
TX000824,AC00039,4.15,2023-10-19 16:34:39,Omaha,Branch
TX000825,AC00319,60.99,2023-08-01 17:14:17,Oklahoma City,Branch
TX000826,AC00077,408.19,2023-12-15 16:48:08,Mesa,Branch
TX000827,AC00131,524.6,2023-04-07 17:37:34,El Paso,Branch
TX000828,AC00180,108.96,2023-10-10 18:12:07,Milwaukee,ATM
TX000829,AC00249,70.03,2023-12-18 18:34:33,Nashville,Branch
TX000830,AC00454,124.84,2023-09-22 17:44:42,Louisville,Online
TX000831,AC00076,324.04,2023-07-05 16:49:05,Virginia Beach,ATM
TX000832,AC00386,39.69,2023-04-24 17:16:27,Austin,Online
TX000833,AC00444,157.7,2023-12-01 17:29:15,Omaha,Branch
TX000834,AC00307,81.27,2023-11-07 16:36:34,Seattle,Online
TX000835,AC00397,193.82,2023-04-20 17:52:46,Kansas City,Branch
TX000836,AC00078,16.73,2023-11-30 17:48:36,Omaha,Online
TX000837,AC00348,474.05,2023-08-10 18:30:37,San Jose,ATM
TX000838,AC00169,39.21,2023-05-10 16:15:31,Miami,ATM
TX000839,AC00007,637.75,2023-07-24 16:07:05,Dallas,Branch
TX000840,AC00009,153.59,2023-05-04 17:43:59,Portland,Branch
TX000841,AC00065,186.6,2023-10-25 16:03:16,Tucson,Branch
TX000842,AC00362,644.08,2023-05-08 17:29:00,Atlanta,Online
TX000843,AC00444,226.66,2023-12-27 18:55:13,Austin,Branch
TX000844,AC00106,305.0,2023-10-12 17:20:30,Phoenix,ATM
TX000845,AC00241,233.1,2023-01-16 17:28:48,Nashville,Branch
TX000846,AC00092,793.13,2023-05-10 16:38:07,Memphis,Online
TX000847,AC00173,224.19,2023-09-21 16:42:38,Houston,ATM
TX000848,AC00363,214.83,2023-03-20 18:12:30,Tucson,ATM
TX000849,AC00185,163.46,2023-09-08 17:09:54,Baltimore,Branch
TX000850,AC00370,194.99,2023-12-01 17:01:30,Jacksonville,Branch
TX000851,AC00124,23.4,2023-02-08 18:27:49,El Paso,ATM
TX000852,AC00412,227.5,2023-03-13 16:59:33,Sacramento,Online
TX000853,AC00068,259.9,2023-06-22 16:08:43,Oklahoma City,Online
TX000854,AC00321,59.51,2023-04-04 16:12:25,Dallas,Online
TX000855,AC00302,50.63,2023-05-24 16:21:09,Columbus,Online
TX000856,AC00217,1074.95,2023-06-02 16:49:03,Jacksonville,Branch
TX000857,AC00298,112.94,2023-11-24 17:35:47,San Antonio,Online
TX000858,AC00327,11.81,2023-02-27 16:07:38,Phoenix,ATM
TX000859,AC00054,329.14,2023-11-14 16:37:42,Sacramento,Branch
TX000860,AC00403,154.24,2023-11-06 16:19:31,Mesa,ATM
TX000861,AC00397,233.44,2023-01-20 16:23:48,Chicago,Online
TX000862,AC00383,141.8,2023-11-15 18:56:02,Chicago,ATM
TX000863,AC00450,209.03,2023-10-09 18:20:39,Detroit,Branch
TX000864,AC00086,1137.63,2023-02-14 16:55:26,Baltimore,ATM
TX000865,AC00156,261.14,2023-05-15 18:44:04,San Antonio,ATM
TX000866,AC00418,101.81,2023-06-29 17:51:45,Fort Worth,ATM
TX000867,AC00263,98.71,2023-09-18 17:41:29,Fort Worth,ATM
TX000868,AC00009,87.38,2023-03-03 18:23:29,Atlanta,Branch
TX000869,AC00436,83.39,2023-09-18 16:00:54,Omaha,Branch
TX000870,AC00399,267.55,2023-06-13 16:06:05,Charlotte,Online
TX000871,AC00182,870.05,2023-08-31 16:42:18,El Paso,ATM
TX000872,AC00482,154.32,2024-01-01 16:53:32,Tucson,ATM
TX000873,AC00475,164.51,2023-06-05 18:09:44,Louisville,Branch
TX000874,AC00253,758.12,2023-07-03 18:46:29,San Francisco,ATM
TX000875,AC00376,103.76,2023-03-29 16:20:33,Kansas City,Online
TX000876,AC00058,583.92,2023-08-01 16:11:52,Kansas City,Online
TX000877,AC00304,204.06,2023-01-02 16:07:17,Washington,Online
TX000878,AC00035,53.51,2023-10-26 16:54:32,New York,Online
TX000879,AC00366,1108.46,2023-08-31 16:16:15,Los Angeles,Branch
TX000880,AC00362,52.95,2023-08-07 18:02:59,Charlotte,Online
TX000881,AC00094,120.17,2023-08-08 17:07:42,Portland,ATM
TX000882,AC00225,220.8,2023-09-06 18:43:52,Indianapolis,Online
TX000883,AC00474,119.01,2023-03-13 17:26:41,Philadelphia,ATM
TX000884,AC00448,183.32,2023-05-10 16:27:51,Raleigh,ATM
TX000885,AC00439,858.88,2023-08-22 16:31:34,Jacksonville,Online
TX000886,AC00133,11.46,2023-02-13 16:53:17,San Francisco,Online
TX000887,AC00480,61.37,2023-02-06 16:54:19,Columbus,Branch
TX000888,AC00265,103.08,2023-02-27 16:48:02,Milwaukee,Branch
TX000889,AC00176,1.21,2023-08-21 17:19:06,Atlanta,Branch
TX000890,AC00278,425.18,2023-10-04 16:00:54,Colorado Springs,Online
TX000891,AC00216,60.96,2023-10-23 16:35:48,Colorado Springs,ATM
TX000892,AC00431,64.21,2023-01-09 16:36:16,Omaha,ATM
TX000893,AC00063,523.02,2023-05-19 18:32:45,Jacksonville,Online
TX000894,AC00090,50.26,2023-11-09 17:51:35,Las Vegas,Branch
TX000895,AC00133,110.08,2023-11-20 17:15:13,Detroit,Branch
TX000896,AC00357,54.47,2023-11-13 17:47:07,Philadelphia,Branch
TX000897,AC00404,79.76,2023-04-03 16:25:35,Kansas City,Online
TX000898,AC00390,16.79,2023-11-06 16:42:34,Detroit,Online
TX000899,AC00083,1531.31,2023-10-23 18:00:29,San Diego,Online
TX000900,AC00161,68.62,2023-06-29 16:57:52,Omaha,Branch
TX000901,AC00425,157.16,2023-03-13 17:34:30,New York,Branch
TX000902,AC00363,643.38,2023-11-06 17:19:21,Detroit,Online
TX000903,AC00385,328.34,2023-10-12 16:17:47,San Diego,Online
TX000904,AC00045,72.68,2023-07-21 17:56:49,Seattle,Online
TX000905,AC00480,354.76,2023-05-17 16:30:05,Detroit,Branch
TX000906,AC00369,793.88,2023-02-22 16:17:29,Los Angeles,ATM
TX000907,AC00109,29.22,2023-02-27 18:33:48,Detroit,ATM
TX000908,AC00264,653.97,2023-10-04 17:41:08,Miami,Online
TX000909,AC00076,366.43,2023-01-30 16:38:59,Portland,Online
TX000910,AC00438,120.86,2023-11-16 17:57:45,Colorado Springs,Online
TX000911,AC00453,233.74,2023-02-13 16:43:40,Boston,Online
TX000912,AC00222,471.84,2023-09-29 17:31:24,Raleigh,ATM
TX000913,AC00179,213.4,2023-08-14 16:40:38,Fort Worth,Branch
TX000914,AC00386,254.21,2023-05-22 16:48:08,Phoenix,ATM
TX000915,AC00171,577.73,2023-11-10 16:26:28,San Jose,ATM
TX000916,AC00336,170.26,2023-09-25 16:58:25,Chicago,ATM
TX000917,AC00272,337.73,2023-05-23 17:12:39,San Antonio,Online
TX000918,AC00402,330.61,2023-07-06 16:04:39,Nashville,Branch
TX000919,AC00136,132.33,2023-11-10 16:32:24,Phoenix,ATM
TX000920,AC00280,672.74,2023-08-10 16:39:33,Colorado Springs,Branch
TX000921,AC00352,74.04,2023-02-23 18:23:29,Memphis,Online
TX000922,AC00495,197.18,2023-05-09 16:47:42,Tucson,Online
TX000923,AC00061,21.15,2023-11-20 16:06:10,Columbus,Branch
TX000924,AC00129,218.37,2023-06-05 16:27:31,Houston,ATM
TX000925,AC00237,590.01,2023-02-06 16:42:16,San Jose,Online
TX000926,AC00230,697.82,2023-11-27 16:10:37,New York,Online
TX000927,AC00224,302.76,2023-11-16 17:14:01,Sacramento,ATM
TX000928,AC00354,148.0,2023-01-23 16:48:16,Tucson,Branch
TX000929,AC00479,22.26,2023-01-30 18:50:00,San Antonio,Branch
TX000930,AC00329,0.86,2023-02-13 17:49:27,Colorado Springs,ATM
TX000931,AC00160,757.1,2023-01-23 17:22:25,Atlanta,Branch
TX000932,AC00050,38.81,2023-04-28 18:52:30,Virginia Beach,Online
TX000933,AC00200,76.51,2023-04-03 16:01:51,Mesa,Online
TX000934,AC00254,32.46,2023-03-10 18:59:46,Charlotte,Online
TX000935,AC00456,1022.75,2023-01-19 16:45:16,San Jose,Branch
TX000936,AC00320,20.64,2023-04-20 16:01:05,Charlotte,Branch
TX000937,AC00446,662.11,2023-02-02 16:52:26,Atlanta,Branch
TX000938,AC00292,288.77,2023-11-13 16:42:16,Los Angeles,ATM
TX000939,AC00111,35.05,2023-09-27 18:52:36,Boston,Branch
TX000940,AC00157,214.73,2023-11-10 18:28:09,Los Angeles,ATM
TX000941,AC00429,25.38,2023-10-23 16:03:09,Louisville,Branch
TX000942,AC00182,617.66,2023-01-30 16:34:16,Memphis,ATM
TX000943,AC00166,446.39,2023-12-12 17:41:53,Houston,ATM
TX000944,AC00005,377.92,2023-02-22 17:29:36,Raleigh,Branch
TX000945,AC00459,11.04,2023-02-13 18:17:28,Phoenix,Online
TX000946,AC00432,275.46,2023-07-24 17:09:05,Fort Worth,ATM
TX000947,AC00317,179.76,2023-07-12 16:11:30,Philadelphia,Online
TX000948,AC00377,32.34,2023-06-21 16:52:25,Kansas City,Branch
TX000949,AC00130,273.92,2023-07-04 17:50:02,Portland,Branch
TX000950,AC00236,375.45,2023-12-05 17:57:39,Fort Worth,Branch
TX000951,AC00243,388.98,2023-08-21 17:10:10,Fresno,ATM
TX000952,AC00017,492.84,2023-03-01 17:43:22,Indianapolis,ATM
TX000953,AC00295,148.85,2023-11-29 16:46:49,Mesa,ATM
TX000954,AC00187,119.95,2023-04-10 17:53:04,Philadelphia,Branch
TX000955,AC00395,391.66,2023-07-10 17:29:39,Fresno,Branch
TX000956,AC00225,185.99,2023-04-24 16:49:48,Fresno,Branch
TX000957,AC00355,322.48,2023-03-13 16:10:41,Jacksonville,ATM
TX000958,AC00217,20.27,2023-12-04 16:27:40,Miami,Branch
TX000959,AC00282,280.61,2023-11-27 16:37:11,Mesa,ATM
TX000960,AC00477,199.02,2023-05-29 16:31:37,Houston,ATM
TX000961,AC00158,104.23,2023-10-17 16:41:39,Louisville,Online
TX000962,AC00174,353.59,2023-08-11 17:57:52,New York,Branch
TX000963,AC00124,55.86,2023-01-23 17:18:16,Seattle,Online
TX000964,AC00247,10.77,2023-03-08 16:58:31,Indianapolis,ATM
TX000965,AC00297,95.55,2023-04-10 16:25:15,Louisville,Branch
TX000966,AC00114,477.07,2023-11-27 16:30:37,Columbus,Online
TX000967,AC00170,9.1,2023-03-02 16:09:39,San Francisco,Online
TX000968,AC00185,21.41,2023-12-04 16:27:03,Louisville,Online
TX000969,AC00487,278.28,2023-10-02 16:20:52,Jacksonville,Branch
TX000970,AC00280,388.1,2023-08-21 18:06:59,Los Angeles,Online
TX000971,AC00017,215.39,2023-06-21 16:23:53,Detroit,ATM
TX000972,AC00496,194.37,2023-04-26 17:55:11,Milwaukee,ATM
TX000973,AC00304,37.7,2023-06-29 16:04:17,Miami,ATM
TX000974,AC00475,19.59,2023-06-16 18:47:34,Charlotte,Branch
TX000975,AC00111,81.35,2023-01-23 17:39:08,Houston,Online
TX000976,AC00316,314.54,2023-09-29 16:34:03,Virginia Beach,Branch
TX000977,AC00007,466.64,2023-09-04 16:57:31,Las Vegas,ATM
TX000978,AC00033,397.01,2023-08-07 17:45:52,Los Angeles,ATM
TX000979,AC00453,472.48,2023-02-27 17:06:36,New York,Branch
TX000980,AC00147,67.15,2023-11-20 17:17:05,Indianapolis,Online
TX000981,AC00401,102.67,2023-05-10 17:41:59,Albuquerque,Branch
TX000982,AC00336,460.09,2023-03-06 17:05:25,Fresno,Online
TX000983,AC00281,453.49,2023-01-02 16:06:29,Seattle,Branch
TX000984,AC00082,267.17,2023-08-24 16:56:36,Seattle,ATM
TX000985,AC00247,111.26,2023-08-18 17:07:18,Boston,ATM
TX000986,AC00278,121.17,2023-12-25 17:31:16,Phoenix,ATM
TX000987,AC00176,213.28,2023-12-25 18:29:05,Mesa,Branch
TX000988,AC00159,187.88,2023-08-10 16:39:44,Nashville,ATM
TX000989,AC00035,471.88,2023-10-30 18:44:22,San Jose,Online
TX000990,AC00463,83.79,2023-10-12 16:37:49,Nashville,ATM
TX000991,AC00339,212.14,2023-08-14 17:28:37,Austin,Branch
TX000992,AC00239,99.16,2023-02-28 17:55:00,San Francisco,Online
TX000993,AC00090,839.33,2023-05-02 16:03:23,Louisville,Branch
TX000994,AC00144,29.91,2023-07-31 16:26:33,Philadelphia,Online
TX000995,AC00488,4.24,2023-04-17 16:46:31,San Diego,Online
TX000996,AC00039,50.29,2023-09-18 16:13:38,Raleigh,Online
TX000997,AC00475,135.85,2023-08-03 17:25:57,Fresno,Online
TX000998,AC00368,368.53,2023-04-03 16:09:09,Raleigh,Branch
TX000999,AC00339,17.95,2023-06-05 17:22:19,Sacramento,Branch
TX001000,AC00297,127.8,2023-03-02 16:05:52,Virginia Beach,Branch
TX001001,AC00345,16.73,2023-02-22 17:39:54,Houston,Online
TX001002,AC00458,317.12,2023-12-11 16:03:50,Fort Worth,Branch
TX001003,AC00062,476.63,2023-07-25 17:17:49,Charlotte,ATM
TX001004,AC00070,156.58,2023-09-18 16:03:10,Portland,Branch
TX001005,AC00183,55.12,2023-09-18 16:19:03,Houston,Online
TX001006,AC00190,15.74,2023-01-09 16:05:02,Denver,Branch
TX001007,AC00255,353.68,2023-11-06 16:32:58,Las Vegas,Online
TX001008,AC00311,297.15,2023-10-12 18:11:27,Phoenix,Online
TX001009,AC00075,647.85,2023-12-04 16:31:42,Omaha,Branch
TX001010,AC00013,75.04,2023-07-27 17:04:46,El Paso,ATM
TX001011,AC00247,273.92,2023-05-08 17:54:56,Virginia Beach,Online
TX001012,AC00329,215.8,2023-05-18 16:03:58,Jacksonville,Branch
TX001013,AC00257,963.77,2023-07-11 16:45:22,Louisville,ATM
TX001014,AC00414,420.6,2023-04-17 16:10:19,Louisville,Branch
TX001015,AC00011,688.36,2023-06-30 16:31:49,Memphis,Branch
TX001016,AC00416,285.18,2023-03-08 16:39:14,Sacramento,Branch
TX001017,AC00174,213.55,2023-03-30 16:00:25,Boston,ATM
TX001018,AC00218,463.11,2023-09-26 16:50:05,Las Vegas,Branch
TX001019,AC00323,150.03,2023-07-10 16:17:21,Columbus,ATM
TX001020,AC00209,428.61,2023-10-09 16:00:26,Fresno,Branch
TX001021,AC00337,309.56,2023-06-05 17:29:48,Charlotte,Online
TX001022,AC00083,377.08,2023-02-15 17:33:23,Mesa,Branch
TX001023,AC00246,77.25,2023-12-22 17:49:57,Virginia Beach,Branch
TX001024,AC00194,146.92,2023-09-08 16:28:54,Portland,ATM
TX001025,AC00361,126.6,2023-05-26 16:00:45,San Antonio,Branch
TX001026,AC00214,101.34,2023-03-03 17:49:53,Boston,ATM
TX001027,AC00204,184.97,2023-06-26 16:46:41,Denver,Branch
TX001028,AC00394,451.15,2023-02-27 16:47:50,Colorado Springs,ATM
TX001029,AC00002,516.47,2023-12-21 17:00:50,Charlotte,ATM
TX001030,AC00337,880.04,2023-10-30 18:58:42,Sacramento,ATM
TX001031,AC00184,353.69,2023-08-22 16:49:26,San Jose,Online
TX001032,AC00258,66.69,2023-11-01 16:03:17,San Antonio,Branch
TX001033,AC00164,95.75,2023-07-12 16:54:53,Los Angeles,Branch
TX001034,AC00032,43.91,2023-08-17 18:31:23,Albuquerque,Online
TX001035,AC00092,98.03,2023-12-18 18:41:26,El Paso,Branch
TX001036,AC00485,617.66,2023-02-16 17:05:58,Boston,ATM
TX001037,AC00067,888.57,2023-06-13 16:24:43,San Antonio,Online
TX001038,AC00005,107.48,2023-12-04 18:01:53,Omaha,Branch
TX001039,AC00291,36.57,2023-08-07 16:49:34,Omaha,ATM
TX001040,AC00284,575.62,2023-06-12 18:30:51,Oklahoma City,Online
TX001041,AC00024,84.89,2023-05-22 17:27:11,San Jose,ATM
TX001042,AC00310,832.3,2023-07-12 16:55:44,Austin,Branch
TX001043,AC00246,180.65,2023-12-04 17:54:09,Charlotte,Branch
TX001044,AC00463,7.76,2023-03-27 17:16:08,Las Vegas,Online
TX001045,AC00318,109.3,2023-08-02 16:52:15,Fort Worth,Branch
TX001046,AC00474,230.08,2023-05-01 16:23:40,Austin,Online
TX001047,AC00192,361.92,2023-02-20 16:08:48,Detroit,ATM
TX001048,AC00100,71.29,2023-02-02 17:02:05,Chicago,ATM
TX001049,AC00407,122.45,2023-01-16 16:50:13,New York,Branch
TX001050,AC00276,642.53,2023-08-14 16:36:43,Mesa,ATM
TX001051,AC00420,62.86,2023-05-08 16:24:00,Houston,Branch
TX001052,AC00228,175.21,2023-12-21 18:44:40,Mesa,ATM
TX001053,AC00022,168.0,2023-08-24 16:01:40,Tucson,Branch
TX001054,AC00052,11.46,2023-10-09 16:50:41,Chicago,Online
TX001055,AC00151,382.07,2023-06-05 17:48:07,Omaha,Branch
TX001056,AC00317,13.48,2023-09-20 17:49:53,Las Vegas,Online
TX001057,AC00348,65.32,2023-11-02 16:15:50,Mesa,ATM
TX001058,AC00191,83.07,2023-01-06 16:13:53,Miami,Branch
TX001059,AC00120,730.1,2023-07-25 18:04:46,Chicago,Branch
TX001060,AC00487,85.31,2023-12-11 16:06:04,Kansas City,ATM
TX001061,AC00173,726.61,2023-11-03 16:31:22,Phoenix,ATM
TX001062,AC00089,130.4,2023-04-03 16:31:32,Raleigh,Branch
TX001063,AC00456,68.1,2023-01-02 16:00:06,Milwaukee,ATM
TX001064,AC00025,65.26,2023-12-08 17:05:35,Sacramento,Branch
TX001065,AC00158,191.62,2023-07-28 17:19:48,Jacksonville,Branch
TX001066,AC00041,212.88,2023-05-19 18:44:23,Fresno,Online
TX001067,AC00458,88.38,2023-01-17 16:10:33,Virginia Beach,ATM
TX001068,AC00248,48.77,2023-06-15 17:49:07,Austin,Online
TX001069,AC00356,289.1,2023-07-11 16:08:55,Baltimore,ATM
TX001070,AC00065,390.09,2023-10-09 16:52:40,El Paso,Online
TX001071,AC00249,48.29,2023-09-25 17:58:54,San Diego,Online
TX001072,AC00497,333.83,2023-07-31 17:46:50,Fresno,ATM
TX001073,AC00045,1074.29,2023-01-05 16:43:14,Portland,Branch
TX001074,AC00442,100.27,2023-07-10 17:25:41,Miami,Online
TX001075,AC00248,44.54,2023-10-16 16:23:58,San Antonio,ATM
TX001076,AC00078,1156.18,2023-09-21 16:11:47,Phoenix,Online
TX001077,AC00345,82.17,2023-12-18 18:25:05,Fort Worth,Branch
TX001078,AC00331,1045.45,2023-10-30 16:45:47,Baltimore,Online
TX001079,AC00332,447.42,2023-12-18 16:32:56,Charlotte,Online
TX001080,AC00448,590.26,2023-06-19 16:20:40,Austin,Branch
TX001081,AC00102,192.73,2023-10-16 16:51:25,Milwaukee,Branch
TX001082,AC00200,146.01,2023-04-25 16:28:35,San Francisco,Online
TX001083,AC00200,136.05,2023-01-23 16:19:25,Atlanta,Online
TX001084,AC00086,11.57,2023-12-20 16:17:16,New York,Branch
TX001085,AC00139,102.34,2023-05-18 16:19:38,San Antonio,Online
TX001086,AC00154,7.82,2023-01-09 17:56:30,Boston,ATM
TX001087,AC00403,79.43,2023-07-24 17:30:24,Dallas,ATM
TX001088,AC00330,386.97,2023-01-31 16:51:55,Raleigh,Branch
TX001089,AC00362,51.22,2023-06-29 16:11:08,Fresno,Branch
TX001090,AC00423,256.05,2023-06-07 16:26:52,Nashville,ATM
TX001091,AC00286,7.79,2023-06-16 17:33:15,Los Angeles,Branch
TX001092,AC00332,233.71,2023-10-03 17:06:56,Louisville,Branch
TX001093,AC00080,176.37,2023-01-16 16:38:57,Boston,Branch
TX001094,AC00150,122.63,2023-04-20 18:39:10,Milwaukee,Branch
TX001095,AC00441,86.41,2023-03-27 17:54:30,Fresno,ATM
TX001096,AC00196,21.57,2023-10-26 16:11:13,San Francisco,ATM
TX001097,AC00444,82.67,2023-08-25 16:40:17,Milwaukee,Branch
TX001098,AC00295,451.35,2023-09-05 18:45:04,Baltimore,Branch
TX001099,AC00157,299.42,2023-12-04 17:25:18,San Jose,Branch
TX001100,AC00456,543.47,2023-08-14 17:18:07,Los Angeles,ATM
TX001101,AC00271,346.76,2023-12-29 16:32:37,San Jose,Branch
TX001102,AC00462,47.48,2023-02-20 16:47:23,El Paso,Branch
TX001103,AC00310,64.92,2023-05-19 18:47:11,Atlanta,Branch
TX001104,AC00189,350.72,2023-08-02 16:37:39,Fresno,ATM
TX001105,AC00328,3.8,2023-08-01 16:13:25,Charlotte,Online
TX001106,AC00057,22.54,2023-08-29 16:19:14,El Paso,Online
TX001107,AC00360,767.14,2023-08-29 16:24:23,Mesa,Branch
TX001108,AC00209,167.47,2023-12-01 17:45:19,Sacramento,ATM
TX001109,AC00390,43.65,2023-10-30 16:23:34,Charlotte,Branch
TX001110,AC00061,391.08,2023-04-28 17:12:06,Fresno,Online
TX001111,AC00345,390.77,2023-10-30 16:02:32,Portland,Online
TX001112,AC00254,508.16,2023-03-28 18:19:10,Mesa,ATM
TX001113,AC00271,36.76,2023-04-10 16:51:43,Philadelphia,Online
TX001114,AC00451,332.33,2023-06-20 17:05:38,Kansas City,ATM
TX001115,AC00061,362.09,2023-02-27 16:59:07,New York,Branch
TX001116,AC00245,42.58,2023-02-06 16:32:53,San Jose,Online
TX001117,AC00105,122.35,2023-04-12 17:50:15,Atlanta,Branch
TX001118,AC00122,248.66,2023-02-03 17:46:54,Chicago,Online
TX001119,AC00202,461.25,2023-08-28 17:32:47,Sacramento,Online
TX001120,AC00423,61.77,2023-09-28 17:06:32,Charlotte,Branch
TX001121,AC00362,268.92,2023-08-14 16:32:28,Chicago,Branch
TX001122,AC00426,303.97,2023-02-02 16:55:25,Fort Worth,Online
TX001123,AC00204,219.02,2024-01-01 16:30:58,San Diego,Online
TX001124,AC00369,125.14,2023-08-28 17:19:18,Baltimore,Branch
TX001125,AC00365,47.6,2023-02-23 18:42:51,Austin,Online
TX001126,AC00063,592.82,2023-09-14 17:25:49,Memphis,Online
TX001127,AC00455,372.5,2023-10-16 18:15:48,Nashville,ATM
TX001128,AC00415,4.72,2023-04-17 16:03:52,Fort Worth,Branch
TX001129,AC00279,144.93,2023-05-16 16:32:00,Fresno,Branch
TX001130,AC00262,316.56,2023-08-29 18:30:14,Denver,Online
TX001131,AC00306,9.18,2023-07-06 18:10:59,San Francisco,Online
TX001132,AC00164,421.25,2023-01-05 16:13:59,Fort Worth,Online
TX001133,AC00236,185.71,2023-08-07 16:15:16,Virginia Beach,Branch
TX001134,AC00095,1432.02,2023-09-08 17:50:09,Louisville,Branch
TX001135,AC00016,26.27,2023-03-17 16:22:52,Portland,Online
TX001136,AC00386,297.03,2023-09-08 17:08:30,Austin,Online
TX001137,AC00032,341.67,2023-03-06 16:45:24,Omaha,Branch
TX001138,AC00152,99.52,2023-04-10 17:49:04,San Diego,ATM
TX001139,AC00020,881.1,2023-11-13 16:46:06,Phoenix,Branch
TX001140,AC00360,139.69,2023-06-15 17:22:42,Indianapolis,Online
TX001141,AC00286,42.72,2023-08-17 16:55:10,Nashville,ATM
TX001142,AC00241,112.72,2023-03-27 16:34:18,Washington,Branch
TX001143,AC00331,568.88,2023-02-10 16:28:47,Nashville,Branch
TX001144,AC00258,189.03,2023-04-20 17:54:10,Oklahoma City,ATM
TX001145,AC00040,199.8,2023-07-24 16:18:50,Detroit,ATM
TX001146,AC00143,189.08,2023-03-13 16:13:13,Miami,Branch
TX001147,AC00068,958.9,2023-07-04 16:30:15,Memphis,Branch
TX001148,AC00052,409.59,2023-03-20 16:08:11,Albuquerque,Online
TX001149,AC00352,349.34,2023-01-09 16:53:25,Indianapolis,ATM
TX001150,AC00254,283.15,2023-08-11 16:31:43,Baltimore,Online
