Unnamed: 0,Company Name,Location,Datum,Detail,Status Rocket," Rocket",Status Mission
1651,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Tue Jan 26, 1993",Molniya-M /Block 2BL | Cosmos 2232,StatusRetired,,Success
1652,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Wed Jan 13, 1993",Space Shuttle Endeavour | STS-54,StatusRetired,"450.0 ",Success
1653,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Jan 13, 1993",Molniya-M /Block ML | Molniya-1 n†­156,StatusRetired,,Success
1654,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jan 12, 1993",Cosmos-3M (11K65M) | Cosmos 2230,StatusRetired,,Success
1655,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","Fri Dec 25, 1992",Tsyklon-3 | Cosmos 2228,StatusRetired,,Success
1656,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Fri Dec 25, 1992",Zenit-2 | Cosmos 2227,StatusRetired,,Success
1657,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","Tue Dec 22, 1992",Tsyklon-3 | Cosmos 2226,StatusRetired,,Success
1658,CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Dec 21, 1992",Long March 2E | Optus-B2,StatusRetired,,Failure
1659,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Fri Dec 18, 1992",Delta II 7925 | USA-87 (GPS IIA-8),StatusRetired,,Success
1660,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Wed Dec 02, 1992",Space Shuttle Discovery | STS-53,StatusRetired,"450.0 ",Success
1661,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Dec 02, 1992",Molniya-M /Block ML | Molniya-3 n†­155,StatusRetired,,Success
1662,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Dec 01, 1992",Ariane 42P | Superbird A1,StatusRetired,,Success
1663,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Sat Nov 28, 1992",Titan IV(404)A | KH-11 Kennen,StatusRetired,,Success
1664,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Nov 25, 1992",Molniya-M /Block 2BL | Cosmos 2222,StatusRetired,,Success
1665,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","Tue Nov 24, 1992",Tsyklon-3 | Cosmos 2221,StatusRetired,,Success
1666,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sun Nov 22, 1992",Delta II 7925 | USA-85 (GPS IIA-7),StatusRetired,,Success
1667,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Sat Nov 21, 1992",Molniya-M /Block 2BL | Cosmos 2217,StatusRetired,,Success
1668,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Tue Nov 17, 1992",Zenit-2 | Cosmos 2219,StatusRetired,,Success
1669,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Oct 29, 1992",Cosmos-3M (11K65M) | Cosmos 2218,StatusRetired,,Success
1670,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Oct 28, 1992",Ariane 42P | Galaxy-7,StatusRetired,,Success
1671,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu Oct 22, 1992",Space Shuttle Columbia | STS-52,StatusRetired,"450.0 ",Success
1672,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia","Tue Oct 20, 1992",Tsyklon-3 | Cosmos 2211 to 2216,StatusRetired,,Success
1673,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Oct 14, 1992",Molniya-M /Block ML | Molniya-3 n†­154,StatusRetired,,Success
1674,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Mon Oct 12, 1992",Delta II 7925 | DFS Kopernikus 3,StatusRetired,,Success
1675,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Tue Oct 06, 1992","Long March 2C | FSW-1 No.4, Freja",StatusActive,"30.8 ",Success
1676,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Sep 25, 1992",Commercial Titan III | Mars Observer,StatusRetired,"136.6 ",Success
1677,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Sat Sep 12, 1992",Space Shuttle Endeavour | STS-47,StatusRetired,"450.0 ",Success
1678,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Sep 10, 1992","Ariane 44LP | Hispasat 1A, Satcom C3",StatusRetired,,Success
1679,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Sep 09, 1992",Delta II 7925 | USA-84 (GPS IIA-6),StatusRetired,,Success
1680,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sat Aug 22, 1992",Atlas I | Galaxy 1R,StatusRetired,,Failure
1681,CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Aug 13, 1992",Long March 2E | Optus-B1,StatusRetired,,Success
1682,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Aug 12, 1992",Cosmos-3M (11K65M) | Cosmos 2208,StatusRetired,,Success
1683,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Mon Aug 10, 1992","Ariane 42P | TOPEX/Poseidon, Oscar 23, S80/T",StatusRetired,,Success
1684,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Sun Aug 09, 1992",Long March 2D | FSW-2 No.1,StatusActive,"29.75 ",Success
1685,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Aug 06, 1992",Molniya-M /Block NVL | Molniya-1 n†­153,StatusRetired,,Success
1686,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Fri Jul 31, 1992",Space Shuttle Atlantis | STS-46,StatusRetired,"450.0 ",Success
1687,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Fri Jul 24, 1992",Delta II 6925 | GEOTAIL,StatusRetired,,Success
1688,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Fri Jul 24, 1992",Delta II 7925 | Satcom C4,StatusRetired,,Success
1689,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Mon Jul 13, 1992",Tsyklon-3 | Cosmos 2197 to 2202,StatusRetired,,Success
1690,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Jul 09, 1992","Ariane 44L | Insat-2A, Eutelsat 2F4",StatusRetired,,Success
1691,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Jul 08, 1992",Molniya-M /Block 2BL | Cosmos 2196,StatusRetired,,Success
1692,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Jul 07, 1992",Delta II 7925 | USA-83 (GPS IIA-5),StatusRetired,,Success
1693,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Jul 02, 1992",Atlas II | USA-82 (DSCS IIIB-12),StatusRetired,,Success
1694,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Jul 01, 1992",Cosmos-3M (11K65M) | Cosmos 2195,StatusRetired,,Success
1695,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Jun 25, 1992",Space Shuttle Columbia | STS-50,StatusRetired,"450.0 ",Success
1696,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Wed Jun 10, 1992",Atlas IIA | Intelsat K,StatusRetired,,Success
1697,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sun Jun 07, 1992",Delta II 6920-10 | EUVE,StatusRetired,,Success
1698,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Jun 03, 1992",Cosmos-3M (11K65M) | Cosmos 2187 to 2194,StatusRetired,,Success
1699,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Thu May 14, 1992",Delta II 7925 | Palapa B4,StatusRetired,,Success
1700,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu May 07, 1992",Space Shuttle Endeavour | STS-49,StatusRetired,"450.0 ",Success
1701,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Sat Apr 25, 1992",Titan II(23)G | USA-81,StatusRetired,"35.0 ",Success
1702,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Apr 15, 1992","Ariane 44L | Telecom 2B, Inmarsat-2F4",StatusRetired,,Success
1703,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Apr 15, 1992",Cosmos-3M (11K65M) | Cosmos 2184,StatusRetired,,Success
1704,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Fri Apr 10, 1992",Delta II 7925 | USA-80 (GPS IIA-4),StatusRetired,,Success
1705,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Tue Mar 24, 1992",Space Shuttle Atlantis | STS-45,StatusRetired,"450.0 ",Success
1706,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Mon Mar 23, 1992",Delta II 7925 | USA-79 (GPS IIA-3),StatusRetired,,Success
1707,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sat Mar 14, 1992",Atlas I | Galaxy 5,StatusRetired,,Success
1708,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Mon Mar 09, 1992",Cosmos-3M (11K65M) | Cosmos 2181,StatusRetired,,Success
1709,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Mar 04, 1992",Molniya-M /Block ML | Molniya-1 n†­152,StatusRetired,,Success
1710,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Feb 26, 1992","Ariane 44L | Superbird-B1, Arabsat-1C",StatusRetired,,Success
1711,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Mon Feb 17, 1992",Cosmos-3M (11K65M) | Cosmos 2180,StatusRetired,,Success
1712,MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Feb 11, 1992",H-I (9 SO) | JERS 1,StatusRetired,,Success
1713,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue Feb 11, 1992",Atlas II | USA-78 (DSCS IIIB-14),StatusRetired,,Success
1714,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Wed Feb 05, 1992",Zenit-2 | Tselina-2 n†­10,StatusRetired,,Failure
1715,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Jan 24, 1992",Molniya-M /Block 2BL | Cosmos 2176,StatusRetired,,Success
1716,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Wed Jan 22, 1992",Space Shuttle Discovery | STS-42,StatusRetired,"450.0 ",Success
1717,CASC,"LC-3, Xichang Satellite Launch Center, China","Sat Dec 28, 1991",Long March 3 | DFH-2A-T5,StatusRetired,,Partial Failure
1718,RVSN USSR,"Site 175/58, Baikonur Cosmodrome, Kazakhstan","Fri Dec 20, 1991",Rokot/Briz K | GVM Demo Flight,StatusRetired,,Success
1719,Yuzhmash,"Site 32/2, Plesetsk Cosmodrome, Russia","Wed Dec 18, 1991",Tsyklon-3 | Intercosmos 25 & Magion 3,StatusRetired,,Success
1720,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Mon Dec 16, 1991","Ariane 44L | Telecom 2A, Inmarsat 2F3",StatusRetired,,Success
1721,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sat Dec 07, 1991",Atlas II | Eutelsat 2F3,StatusRetired,,Success
1722,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Thu Nov 28, 1991",Atlas-E/F Star-37S-ISS | DMSP F-11,StatusRetired,,Success
1723,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Nov 27, 1991",Cosmos-3M (11K65M) | Cosmos 2173,StatusRetired,,Success
1724,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sun Nov 24, 1991",Space Shuttle Atlantis | STS-44,StatusRetired,"450.0 ",Success
1725,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Tue Nov 12, 1991",Tsyklon-3 | Cosmos 2165 to 2170,StatusRetired,,Success
1726,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Fri Nov 08, 1991",Titan IV(403)A | SLDCOM & NOSS 3x,StatusRetired,,Success
1727,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Oct 29, 1991",Ariane 44L | Intelsat 6AF1,StatusRetired,,Success
1728,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Oct 10, 1991",Cosmos-3M (11K65M) | Cosmos 2164,StatusRetired,,Success
1729,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Sat Sep 28, 1991",Tsyklon-3 | Cosmos 2157 to 2162,StatusRetired,,Success
1730,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Sep 26, 1991",Ariane 44P | Anik E1,StatusRetired,,Success
1731,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Sep 17, 1991",Molniya-M /Block ML | Molniya-3 n†­151,StatusRetired,,Success
1732,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Sep 12, 1991",Space Shuttle Discovery | STS-48,StatusRetired,"450.0 ",Success
1733,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Fri Aug 30, 1991",Zenit-2 | Tselina-2 n†­9,StatusRetired,,Failure
1734,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Fri Aug 30, 1991",Mu-III S2 | Yohkoh,StatusRetired,,Success
1735,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Aug 29, 1991",Vostok-2M | IRS-1B,StatusRetired,,Success
1736,MHI,"LA-Y1, Tanegashima Space Center, Japan","Sun Aug 25, 1991",H-I UM-129A (9SO) | BS-3B,StatusRetired,,Success
1737,MHI,"SLC-N, Tanegashima Space Center, Japan","Sun Aug 25, 1991",H-I (9 SO) | BS-3B (Yuri-3B),StatusRetired,,Success
1738,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Aug 22, 1991",Cosmos-3M (11K65M) | Cosmos 2154,StatusRetired,,Success
1739,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Thu Aug 15, 1991",Tsyklon-3 | Meteor-3 n†­5,StatusRetired,,Success
1740,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Aug 14, 1991",Ariane 44L | Intelsat 605,StatusRetired,,Success
1741,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Aug 02, 1991",Space Shuttle Atlantis | STS-43,StatusRetired,"450.0 ",Success
1742,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Aug 01, 1991",Molniya-M /Block ML | Molniya-1 n†­150,StatusRetired,,Success
1743,Northrop,"NB-52B Carrier, Edwards AFB, California, USA","Sun Jul 21, 1991",Pegasus/HAPS | 7 Microsats,StatusRetired,"40.0 ",Partial Failure
1744,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Jul 17, 1991","Ariane 40 | ERS-1, Oscar 22, Orbcomm-X, Tubsat-A, SARA",StatusRetired,,Success
1745,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Thu Jul 04, 1991",Delta II 7925 | USA-71 (GPS IIA-2),StatusRetired,,Success
1746,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jun 25, 1991",Cosmos-3M (11K65M) | Ta??foun n†­59,StatusRetired,,Failure
1747,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Jun 18, 1991",Molniya-M /Block ML | Molniya-1 n†­149,StatusRetired,,Success
1748,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Thu Jun 13, 1991",Tsyklon-3 | Cosmos 2151,StatusRetired,,Success
1749,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jun 11, 1991",Cosmos-3M (11K65M) | Cosmos 2150,StatusRetired,,Success
1750,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Wed Jun 05, 1991",Space Shuttle Columbia | STS-40,StatusRetired,"450.0 ",Success
1751,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Tue Jun 04, 1991",Tsyklon-3 | Okean 3,StatusRetired,,Success
1752,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed May 29, 1991",Delta II 7925 | Aurora 2,StatusRetired,,Success
1753,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Thu May 16, 1991",Tsyklon-3 | Cosmos 2143 to 2148,StatusRetired,,Success
1754,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Tue May 14, 1991",Atlas-E/F Star-37S-ISS | NOAA-D,StatusRetired,,Success
1755,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sun Apr 28, 1991",Space Shuttle Discovery | STS-39,StatusRetired,"450.0 ",Success
1756,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Wed Apr 24, 1991",Tsyklon-3 | Meteor-3 n†­4,StatusRetired,,Success
1757,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Apr 18, 1991",Atlas I | Yuri 3H,StatusRetired,,Failure
1758,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Apr 16, 1991",Cosmos-3M (11K65M) | Cosmos 2142,StatusRetired,,Success
1759,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sat Apr 13, 1991",Delta II 7925 | ASC-2 (Spacenet F4),StatusRetired,,Success
1760,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Fri Apr 05, 1991",Space Shuttle Atlantis | STS-37,StatusRetired,"450.0 ",Success
1761,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Apr 04, 1991",Ariane 44P | Anik E2,StatusRetired,,Success
1762,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Mar 22, 1991",Molniya-M /Block ML | Molniya-3 n†­148,StatusRetired,,Success
1763,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Mar 19, 1991",Cosmos-3M (11K65M) | Cosmos 2137,StatusRetired,,Success
1764,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Mar 12, 1991",Cosmos-3M (11K65M) | Nadiezhda n†­6,StatusRetired,,Success
1765,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Fri Mar 08, 1991",Delta II 6925 | Inmarsat-2 F2,StatusRetired,,Success
1766,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Fri Mar 08, 1991",Titan IV(403)A | Lacrosse,StatusRetired,,Success
1767,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Mar 02, 1991","Ariane 44LP | Astra 1B, Meteosat 5",StatusRetired,,Success
1768,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Feb 26, 1991",Cosmos-3M (11K65M) | Cosmos 2135,StatusRetired,,Success
1769,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Feb 15, 1991",Molniya-M /Block ML | Molniya-1 n†­147,StatusRetired,,Success
1770,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Feb 12, 1991",Cosmos-3M (11K65M) | Cosmos 2125 to 2132,StatusRetired,,Success
1771,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Feb 05, 1991",Cosmos-3M (11K65M) | Cosmos 2123,StatusRetired,,Success
1772,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jan 29, 1991",Cosmos-3M (11K65M) | Oscar-21,StatusRetired,,Success
1773,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Jan 18, 1991",Tsyklon-2 | Cosmos 2122,StatusRetired,,Success
1774,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Jan 15, 1991","Ariane 44L | Italsat-1, Eutelsat 2F2",StatusRetired,,Success
1775,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Jan 08, 1991",Delta II 7925 | NATO 4A,StatusRetired,,Success
1776,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Sat Dec 22, 1990",Tsyklon-3 | Cosmos 2114 to 2119,StatusRetired,,Success
1777,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Mon Dec 10, 1990",Cosmos-3M (11K65M) | Cosmos 2112,StatusRetired,,Success
1778,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Tue Dec 04, 1990",Tsyklon-2 | Cosmos 2107,StatusRetired,,Success
1779,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Sun Dec 02, 1990",Space Shuttle Columbia | STS-35,StatusRetired,"450.0 ",Success
1780,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Sat Dec 01, 1990",Atlas-E/F Star-37S-ISS | DMSP F-10,StatusRetired,,Success
1781,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Wed Nov 28, 1990",Tsyklon-3 | Cosmos 2106,StatusRetired,,Success
1782,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Mon Nov 26, 1990",Delta II 7925 | USA-66 (GPS IIA-1),StatusRetired,,Success
1783,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Nov 23, 1990",Molniya-M /Block ML | Molniya-1 n†­146,StatusRetired,,Success
1784,RVSN USSR,"Site 131/29, Baikonur Cosmodrome, Kazakhstan","Tue Nov 20, 1990",Rokot/Briz K | GVM Demo Flight,StatusRetired,,Success
1785,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Nov 20, 1990","Ariane 42P | Satcom C1, GStar-4",StatusRetired,,Success
1786,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Tue Nov 20, 1990",Molniya-M /Block 2BL | Cosmos 2105,StatusRetired,,Success
1787,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Nov 15, 1990",Space Shuttle Atlantis | STS-38,StatusRetired,"450.0 ",Success
1788,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Nov 14, 1990",Tsyklon-2 | Cosmos 2103,StatusRetired,,Success
1789,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Tue Nov 13, 1990",Titan IV(402)A | DSP,StatusRetired,,Success
1790,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Oct 30, 1990",Delta II 6925 | Inmarsat-2 F1,StatusRetired,,Success
1791,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Thu Oct 18, 1990",Delta II 6925 | Thor 1,StatusRetired,,Success
1792,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Oct 12, 1990","Ariane 44L | SBS-6, Galaxy-6",StatusRetired,,Success
1793,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Sat Oct 06, 1990",Space Shuttle Discovery | STS-41,StatusRetired,"450.0 ",Success
1794,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Fri Oct 05, 1990",Long March 2C | FSW-1 No.3,StatusActive,"30.8 ",Success
1795,RVSN USSR,"Site 45/2, Baikonur Cosmodrome, Kazakhstan","Thu Oct 04, 1990",Zenit-2 | Tselina-2 n†­8,StatusRetired,,Failure
1796,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Tue Oct 02, 1990",Delta II 6925 | USA-63 (GPS II-8),StatusRetired,,Success
1797,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Fri Sep 28, 1990",Tsyklon-3 | Meteor-2 n†­20,StatusRetired,,Success
1798,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Sep 20, 1990",Molniya-M /Block ML | Molniya-3 n†­145,StatusRetired,,Success
1799,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Sep 14, 1990",Cosmos-3M (11K65M) | Cosmos 2100,StatusRetired,,Success
1800,CASC,"Taiyuan Satellite Launch Center, China","Mon Sep 03, 1990",Long March 4A | Fengyun-1B,StatusRetired,,Success
1801,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Aug 30, 1990","Ariane 44L | Skynet 4C, Eutelsat 2F1",StatusRetired,,Success
1802,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Aug 28, 1990",Cosmos-3M (11K65M) | Cosmos 2098,StatusRetired,,Success
1803,MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Aug 28, 1990",H-I UM-129A (9SO) | BS-3A,StatusRetired,,Success
1804,MHI,"SLC-N, Tanegashima Space Center, Japan","Tue Aug 28, 1990",H-I (9 SO) | BS-3A (Yuri-3A),StatusRetired,,Success
1805,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Aug 28, 1990",Molniya-M /Block 2BL | Cosmos 2097,StatusRetired,,Success
1806,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Thu Aug 23, 1990",Tsyklon-2 | Cosmos 2096,StatusRetired,,Success
1807,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Aug 10, 1990",Molniya-M /Block ML | Molniya-1 n†­144,StatusRetired,,Success
1808,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Wed Aug 08, 1990",Tsyklon-3 | Cosmos 2090 to 2095,StatusRetired,,Success
1809,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Mon Jul 30, 1990",Tsyklon-3 | Cosmos 2088,StatusRetired,,Success
1810,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Wed Jul 25, 1990",Atlas I | CRRES,StatusRetired,,Success
1811,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Wed Jul 25, 1990",Molniya-M /Block 2BL | Cosmos 2087,StatusRetired,,Success
1812,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Jul 24, 1990","Ariane 44L | TDF-2, DFS-2",StatusRetired,,Success
1813,CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Jul 16, 1990","Long March 2E | Optus-B, Badr-1, mass simulator",StatusRetired,,Success
1814,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Mon Jun 25, 1990",Tsyklon-3 | Meteor-2 n†­19,StatusRetired,,Success
1815,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sat Jun 23, 1990",Commercial Titan III | Intelsat 604,StatusRetired,"136.6 ",Success
1816,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Jun 21, 1990",Molniya-M /Block 2BL | Cosmos 2084,StatusRetired,,Partial Failure
1817,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Jun 13, 1990",Molniya-M /Block ML | Molniya-3 n†­143,StatusRetired,,Success
1818,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Jun 12, 1990",Delta 4925-8 | INSAT 1D,StatusRetired,,Success
1819,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Jun 08, 1990",Titan IV(405)A | SLDCOM & NOSS 3x,StatusRetired,,Success
1820,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Fri Jun 01, 1990",Delta II 6920-10 | ROSAT,StatusRetired,,Success
1821,RVSN USSR,"Site 45/2, Baikonur Cosmodrome, Kazakhstan","Tue May 22, 1990",Zenit-2 | Cosmos 2082,StatusRetired,,Success
1822,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Sat Apr 28, 1990",Molniya-M /Block 2BL | Cosmos 2076,StatusRetired,,Success
